"","vereda_code","vereda","bogota","santiago","tecnicafe"
"1535","47555003","la esperanza",0.382577863455451,-0.167791698038842,0.427404125259209
"1536","47555005","la esmeralda",0.404538354209836,-0.197360067836627,0.455251276483894
"1537","47692001","san rafael",0.598861788965514,-0.201477767127132,0.544480018720048
"1538","47707000","el paraiso",0.515024027353359,-0.159470460265116,0.466409453775556
"1539","47707008","santa rosa",0.498038794390663,-0.141997550475521,0.467160911143352
"1540","47720004","san pedro",0.505906117821086,-0.118909379160504,0.516144637189999
"1541","47798000","santa ines",0.455361798781597,-0.20981221804394,0.58026643203712
"1542","47960012","santa ines",0.455364770247061,-0.114879423536678,0.594533568301645
"1543","50001027","la union",0.454136498432732,-0.00545935379234377,0.249270078986311
"1544","50001053","santa rosa",0.508484346292354,-0.0513627690167302,0.225254874017144
"1545","50006012","el rosario",0.442785957406876,-0.0259622289231322,0.225609421852098
"1546","50006016","la esmeralda",0.513178893477963,-0.0315516837069665,0.269994928090813
"1547","50006017","la palma",0.51365905190098,-0.149294026059754,0.256340261037747
"1548","50006027","los pinos",0.54069580111753,-0.0950361835321211,0.338693750161734
"1549","50006033","quebraditas",0.510021081253585,-0.022824411040611,0.211812269657477
"1550","50006042","santa rosa",0.557807389860669,-0.0153728227282375,0.30064743383079
"1551","50110008","san ignacio",0.251091756584478,0.230764377529349,0.0709885090190552
"1552","50124006","san isidro",0.3128101216575,-0.0524244463828775,0.0575399882765445
"1553","50150004","betania",0.536265453846775,-0.0476119655549121,0.320877998304236
"1554","50223011","la union",0.528201558988073,0.0482073758334109,0.36682334318332
"1555","50223013","los alpes",0.557020694845135,0.0107449733048192,0.376179032426299
"1556","50223021","santa barbara",0.540197331701154,0.016875301123419,0.379358162162618
"1557","50245002","san isidro",0.539150245119741,-0.0820894264548137,0.337491258160223
"1558","50245003","centro",0.537503658371114,-0.0855563554502718,0.335268058160043
"1559","50245009","san rafael",0.512663296965848,-0.00471236156306734,0.327089873885833
"1560","50251026","la cima",0.506290968256769,0.0847082366186998,0.401730043996123
"1561","50251027","la esmeralda",0.541619338808535,0.0201808964493536,0.386572372544126
"1562","50251028","la esperanza",0.497325318413211,0.0760438485926301,0.393355749043984
"1563","50251032","los alpes",0.51217553999457,0.080979990857699,0.377024253647953
"1564","50270008","la esmeralda",0.535608885465271,0.00802085054005248,0.349237068140173
"1565","50270010","la meseta",0.555677183496543,0.0269676396072772,0.371818145556455
"1566","50270015","san pedro",0.537947197973121,0.0292093814058192,0.385978497754283
"1567","50313009","la cabana",0.369286325415435,-0.0150076202824506,0.258688984875763
"1568","50318003","el danubio",0.534645886208574,0.00306920724144248,0.311508873243313
"1569","50318010","la paz",0.542153372806132,-0.0406683515020657,0.314168710642984
"1570","50318015","san pedro",0.499868109049687,-0.101410711986735,0.27723615516803
"1571","50318017","santa barbara",0.548193263067995,-0.112741657532862,0.314372311142238
"1572","50325001","betania",0.031102620729633,0.0562404045495957,-0.136074902899506
"1573","50325004","california",0.0789345706191262,0.058462232591047,-0.0644990932935016
"1574","50325015","danubio",0.0587581015211664,0.106912462527271,-0.107880625513794
"1575","50325032","la esmeralda",0.0873296719090202,0.0898150372929583,-0.0759822853457762
"1576","50325054","santa elena",0.0390516187761643,0.121519813075988,-0.13326728375448
"1577","50330004","betania",0.333662793020587,0.0528763848374604,0.24944517643427
"1578","50330008","el cairo",0.145663793409794,0.0971847230643494,0.0867960805063211
"1579","50330014","el paraiso",0.392997458232711,0.0225375461054636,0.320243764840443
"1580","50330024","la cabana",0.336030739211542,0.0157601577664423,0.195388193890523
"1581","50330027","la florida",0.325569300565188,0.0314178863455051,0.271159434692329
"1582","50330031","la paz",0.234996620403471,0.164048256760707,0.202679101388517
"1583","50330033","la union",0.247581699397147,0.0716166590189419,0.189575807649823
"1584","50330040","los alpes",0.349022432891682,0.068267834415064,0.239729865604541
"1585","50330053","san isidro",0.0495140873347878,0.0650039838027293,0.00993569829731825
"1586","50350007","altamira",-0.198317873238542,0.148933707995584,-0.257947558424304
"1587","50350027","california",-0.143731844820267,0.192696090239223,-0.133087051435711
"1588","50350055","el tigre",-0.0390592390978965,0.257388915351579,-0.0399649295752289
"1589","50350071","la cabana",-0.130785015495673,0.176214343105722,-0.0922740910983927
"1590","50350078","la esmeralda",0.0209453623743132,0.249850873135839,0.0207631400437042
"1591","50350080","la esperanza",-0.147938547718347,0.211523326523167,-0.162008988525971
"1592","50350082","la florida",-0.200823846940225,0.158017997320605,-0.26648634397256
"1593","50350084","la laguna",-0.0704255312504355,0.207737398704672,-0.100237271401147
"1594","50350090","la union",0.134112189547412,0.257926306224523,0.113410914594267
"1595","50350091","la victoria",-0.0160586836584442,0.22691350769971,-0.0582875702924444
"1596","50350093","las americas",0.100159937983742,0.243286929945353,0.0635301048999608
"1597","50350104","los alpes",-0.124843095804938,0.182303558680872,-0.175590402839316
"1598","50350109","los pinos",-0.0808182732937291,0.229592931024168,-0.0393332275330513
"1599","50370012","el placer",0.0356067407688598,0.07099512968488,-0.00725897781007001
"1600","50370014","el tigre",0.273821239811483,0.0820417607043875,0.238669150986201
"1601","50370023","la estrella",0.0330529710898632,0.0532662411454974,-0.0301597823470794
"1602","50370032","libertad",0.156932484108574,0.125076782531624,0.126439906159769
"1603","50370046","santander",0.284527247850681,0.105131064646757,0.253989535940742
"1604","50400009","bella vista",0.455685891636257,-0.00617528497019893,0.371889427246304
"1605","50400017","el paraiso",0.42855801709657,0.132771054067902,0.386860205693624
"1606","50400026","la cabana",0.495147857968851,0.0114873711358871,0.428925971306504
"1607","50400036","san ignacio",0.460460452978562,0.0442569138063285,0.390368776675661
"1608","50450015","el paraiso",-0.0566431984930777,0.0103794901718301,-0.14285056098005
"1609","50450023","la florida",0.0775400925947794,-0.0080732083096391,-0.0583804482632662
"1610","50450024","la union",-0.0513355826288025,0.0636866841718925,-0.115707359425106
"1611","50568001","belen",0.243792927343913,-0.0238713122867207,0.0884443302326566
"1612","50568062","las piedras",0.00655669559070974,0.0381818941666586,-0.160292103430111
"1613","50568074","las cruces",0.0812084168454198,0.0184677917037711,-0.0139366213403523
"1614","50568108","puerto rico",0.217381225509372,0.195313677896403,-0.0381822966965828
"1615","50568143","el pedregal",0.274358920381099,0.136555357816394,0.0580488276122601
"1616","50573009","san rafael",0.3614236331477,0.0215298768777902,0.140217369578532
"1617","50577016","el cairo",-0.0428214675146679,-0.0296216823118748,-0.0911446458786317
"1618","50577024","la union",0.0122642691039005,-0.013272844155292,-0.0836724217870278
"1619","50590021","la cabana",-0.071992580545293,0.156905370966226,-0.119104173037743
"1620","50590023","la esperanza",-0.0206611230835206,0.162277055669336,-0.0467668864356567
"1621","50590029","la union",-0.0531279541615809,0.13074894407364,-0.0955626418627699
"1622","50590031","la victoria",-0.0252956732389361,0.084240489258259,-0.0776926768957297
"1623","50590040","san pedro",-0.0795638350696124,0.115262375364926,-0.149712874775675
"1624","50590041","san rafael",-0.100558241875722,0.0930294354488133,-0.171339815134206
"1625","50606013","san isidro",0.528935187569951,-0.0663527338229128,0.400147397530947
"1626","50683005","el rosal",0.36400847593718,0.115367232987891,0.283115696426235
"1627","50683008","primavera",0.203678739163829,-0.050318053706206,0.115240831116339
"1628","50683017","santander",0.384799253815042,0.0674872796704666,0.301392946396948
"1629","50683044","los alpes",0.197919602263749,0.192843564369791,0.107623254652507
"1630","50686003","el tablon",0.484023706871946,0.00637713535864706,0.30305696157545
"1631","50686008","san roque",0.514280200446825,-0.000396930897459246,0.362902682975472
"1632","50689010","san isidro",0.513599480328064,0.123243955265818,0.35005736731626
"1633","50711021","el danubio",0.158832219807646,0.0833290332780541,0.118415243749146
"1634","50711025","el placer",0.21834797377484,0.0724476960686382,0.16155139626547
"1635","50711041","la cabana",-0.0344707993139772,0.0565372929580693,-0.0913252568799176
"1636","50711044","la esmeralda",0.171489392312366,0.0889151018011159,0.0911079907667634
"1637","50711051","la paz",0.196063778806541,0.0543273951272851,0.141486302971025
"1638","50711058","los alpes",0.0386163029174777,0.0378499901014217,0.0220140673133444
"1639","50711060","los pinos",-0.0396261046544321,0.0577393030061732,-0.085597989752842
"1640","52001036","bella vista",0.687383155030919,-0.1879001441575,0.814397245295595
"1641","52001041","la victoria",0.681504891851313,-0.23995786058378,0.766149798958041
"1642","52001055","santander",0.660045277010272,-0.219911910715721,0.745182368658982
"1643","52001058","san pedro",0.650012310203307,-0.213940898042924,0.707776059573184
"1644","52001063","fatima",0.658657882979743,-0.221819539949165,0.767131416601622
"1645","52001077","el rosario",0.650012310203307,-0.213940898042924,0.707776059573184
"1646","52001104","la paz",0.658745027212688,-0.156674734736649,0.779367770735924
"1647","52001108","san pedro",0.60463421798414,-0.159641470664478,0.666277792495085
"1648","52001116","bella vista",0.618165317754288,-0.206366114618482,0.65552426718742
"1649","52001118","santa maria",0.640960980212274,-0.225916830319763,0.638657454118258
"1650","52001120","la victoria",0.634258259117137,-0.240298113215016,0.692158979444477
"1651","52001126","santa barbara",0.614249128483769,-0.243120548225594,0.634214463126571
"1652","52001132","la esperanza",0.510737985517159,-0.1069774896975,0.568314474349955
"1653","52001140","santa rosa",0.521463294297735,-0.187646039829659,0.46868979512218
"1654","52019002","betania",0.701598807519696,-0.104082914803344,0.792258289057502
